ID Book,Title,Author,Printing Place,Printing Year,Pub. Place,Pub. Date,Pages,OCLC ID,ULI Entry,Source,Go to External Site,Catalog Information,Content,MARC record,Tags
4000,,,,,,,,,,,,,,,
4001,,,,,,,,,,,,,,,
4002,,,,,,,,,,,,,,,
4003,,,,,,,,,,,,,,,
4004,,,,,,,,,,,,,,,
4005,,,,,,,,,,,,,,,
4006,,,,,,,,,,,,,,,
4007,,,,,,,,,,,,,,,
4008,,,,,,,,,,,,,,,
4009,,,,,,,,,,,,,,,
4010,,,,,,,,,,,,,,,
4011,,,,,,,,,,,,,,,
4012,,,,,,,,,,,,,,,
4013,,,,,,,,,,,,,,,
4014,,,,,,,,,,,,,,,
4015,,,,,,,,,,,,,,,
4016,,,,,,,,,,,,,,,
4017,,,,,,,,,,,,,,,
4018,,,,,,,,,,,,,,,
4019,,,,,,,,,,,,,,,
4020,,,,,,,,,,,,,,,
4021,,,,,,,,,,,,,,,
4022,,,,,,,,,,,,,,,
4023,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,
4025,,,,,,,,,,,,,,,
4026,,,,,,,,,,,,,,,
4027,,,,,,,,,,,,,,,
4028,,,,,,,,,,,,,,,
4029,,,,,,,,,,,,,,,
4030,,,,,,,,,,,,,,,
4031,,,,,,,,,,,,,,,
4032,,,,,,,,,,,,,,,
4033,,,,,,,,,,,,,,,
4034,,,,,,,,,,,,,,,
4035,,,,,,,,,,,,,,,
4036,,,,,,,,,,,,,,,
4037,,,,,,,,,,,,,,,
4038,,,,,,,,,,,,,,,
4039,,,,,,,,,,,,,,,
4040,,,,,,,,,,,,,,,
4041,,,,,,,,,,,,,,,
4042,,,,,,,,,,,,,,,
4043,,,,,,,,,,,,,,,
4044,,,,,,,,,,,,,,,
4045,,,,,,,,,,,,,,,
4046,,,,,,,,,,,,,,,
4047,,,,,,,,,,,,,,,
4048,,,,,,,,,,,,,,,
4049,,,,,,,,,,,,,,,
4050,,,,,,,,,,,,,,,
4051,,,,,,,,,,,,,,,
4052,,,,,,,,,,,,,,,
4053,,,,,,,,,,,,,,,
4054,,,,,,,,,,,,,,,
4055,,,,,,,,,,,,,,,
4056,,,,,,,,,,,,,,,
4057,,,,,,,,,,,,,,,
4058,,,,,,,,,,,,,,,
4059,,,,,,,,,,,,,,,
4060,,,,,,,,,,,,,,,
4061,,,,,,,,,,,,,,,
4062,,,,,,,,,,,,,,,
4063,,,,,,,,,,,,,,,
4064,,,,,,,,,,,,,,,
4065,,,,,,,,,,,,,,,
4066,,,,,,,,,,,,,,,
4067,,,,,,,,,,,,,,,
4068,,,,,,,,,,,,,,,
4069,,,,,,,,,,,,,,,
4070,,,,,,,,,,,,,,,
4071,,,,,,,,,,,,,,,
4072,,,,,,,,,,,,,,,
4073,,,,,,,,,,,,,,,
4074,,,,,,,,,,,,,,,
4075,,,,,,,,,,,,,,,
4076,,,,,,,,,,,,,,,
4077,,,,,,,,,,,,,,,
4078,,,,,,,,,,,,,,,
4079,,,,,,,,,,,,,,,
4080,"ל""ו שערים","אלעזר בן יהודה, מגרמיזה",ניו יורק,תשא,New York,1941,26,,,,,"בידנוביץ, זאב בן יששכר",,,טריפות הריאה;ראשונים;רוקח
4081,דברי זאב - כב,"בידנוביץ, זאב בן יששכר",ניו יורק,תשה,New York,1945,32,,,,,,,,חידושים
4082,המעשר והתרומה,חנוך זונדל גרוסברג,ירושלים,תרצט,Jerusalem,1939,74,,,,,תרומות ומעשרות,,,גאונים;מעשרות;מצוות התליות בארץ;סימן שלא
4083,כלי הרואים,"אופנהים, דוד בן אברהם, 1664-1736",ניו יורק,תשה,New York,1945,20,,,,,"אופנהים, דוד בן אברהם",,,"דוד אפענהיים;שו""ת"
4084,אהל יצחק,"יצחק בן אליעזר, מארץ הגר, -1830",ווילנא,תרפה,Vilnius,1925,123,,,,,שחיטה -- הלכה,,,בדיקות;גאונים;הלכה;שחיטות
4085,"ספר ריב""ן",יהודה בן נתן,ניו יורק,תשג,New York,1943,15,,,,,"בידנוביץ, זאב בן יששכר",,,"טריפות;ראשונים;ריב""ן"
4086,שערי הוראה,"דרושקוביץ, אברהם",קאוונא,תרצג,Kovno,1933,317,,,,,296.584.2 -- Shulhan arukh - Yore dea - Hiddushim; Pilpulim.,,,
4087,"תשב""ץ",שמשון בן צדוק,ווארשא,תרסב,Warsaw,1902,96,,,,,"מאיר, -- מרוטנבורג,בערך 1220-1293",,,"הלכה;ראשונים;תשב""ץ"
4088,בית יהודה,"יהודה ליב ב""ר מאיר גארדאן",ניו יורק,תרעד,New York,1914,537,,,,,"גורדון, יהודה ליב",,,אשכנז;יידיש;סידור;תפילות
4089,חמשה חומשי תורה חלק א-ב,חיים שמשון גאלדשטיין,ניו יורק,תרצ,New York,1930,922,,,,,,,,בראשית;גאונים;חומש;שמות
4090,חמשה חומשי תורה חלק ג-ה,חיים שמשון גאלדשטיין,ניו יורק,תרצה,New York,1935,1117,,,,,,,,גאונים;חומש
4091,"חידושי הריא""ם - חלק א","מיטניק, יצחק אלחנן",ניו יורק,תשה,New York,1945,225,,,,,"296.584 -- Talmud Bavli - Hiddushim; Pilpulim - Aharonim, 1600 -.",,,גאונים
4092,דרכי חיים,"הלברסברג, חיים ישעיה, הכהן, 1844-1910",ירושלים,תשכח,Lublin,1886,71,,,,,222.78 -- Bible. Pentateuch (Tora) - Hiddushim.,,,
4093,,,,,,,,,,,,,,,
